orig_index	sentence	label
59047	is better than most of the writing in the movie	0
59048	the film is a fierce dance of destruction .	1
59049	pulpy	0
59050	it 's rare that a movie can be as intelligent as this one is in every regard except its storyline ; everything that 's good is ultimately scuttled by a plot that 's just too boring and obvious	0
59051	orchestrating a finale that is impenetrable and dull	0
59052	stand as intellectual masterpieces next to the scorpion king	1
59053	australian factor/director john poison and award-winning english cinematographer giles nuttgens make a terrific effort at disguising the obvious with energy and innovation .	1
59054	wonderfully creepy	1
59055	of a particularly nightmarish fairytale	0
59056	the real star of this movie is the score , as in the songs translate well to film , and	1
59057	for the marquis de sade set	0
59058	) gorgeous	1
59059	is truly gorgeous	1
59060	the awful complications	0
59061	enough said , except : film overboard !	0
59062	michel piccolo 's moving performance	1
59063	a noble teacher who embraces a strict moral code	1
59064	in fact , even better .	1
59065	this argentinean ` dramedy ' succeeds mainly on the shoulders of its factors .	1
59066	an incredibly heavy-handed , manipulative dud that feels all too familiar	0
59067	to let you bask in your own cleverness as you figure it out	1
59068	when poor hermocrates and leonine pathetically compare notes about their budding amours	0
59069	please audiences who like movies that demand four hankies	1
59070	one lousy movie .	0
59071	, it 's just as wonderful on the big screen .	1
59072	little less bling-bling and a lot more romance	0
59073	amazingly evocative film	1
59074	a movie instead of an endless trailer	0
59075	with dickens ' words and writer-director douglas mcgrath 's even-toned direction , a dripping good yarn is told .	1
59076	new york 's finest and	1
59077	any of the character dramas , which never reach satisfying conclusions	0
59078	it 's not as awful as some of the recent hollywood trip stripe . but it 's far from a groundbreaking endeavour	0
59079	might as well be watching a rerun	0
59080	's kind of sad that so many people put so much time and energy into this turkey .	0
59081	the punch lines that miss	0
59082	a determined , ennui-hobbled slog that really does in't have much to say beyond the news flash that loneliness can make people act weird .	0
59083	for the film 's publicists for for people who take as many drugs as the film 's characters	0
59084	, i 'll admit it , my only complaint is that we did in't get more are-creations of all those famous moments from the show .	1
59085	of ` laugh therapy '	1
59086	cynicism every bit	0
59087	made to look bad	0
59088	well-developed characters	1
59089	delightful mix	1
59090	dog soldiers does in't transcend genre -- it embraces it , energizes it and takes big bloody chomps out of it .	1
59091	the breezy and amateurish feel	0
59092	treachery	0
59093	worry	0
59094	balzac and the little chinese seamstress that transforms this story about love and culture into a cinematic poem	1
59095	on the irrelevant as on the engaging , which gradually turns what time	0
59096	berry 's saucy , full-bodied performance gives this aging series a much needed kick , making `` die another day '' one of the most entertaining bonds in years	1
59097	the adrenaline jolt of a sudden lunch rush at the diner	1
59098	are frequently too dark to be decipherable	0
59099	ensure that the film is never dull	1
59100	the tasteful little revision works wonders , enhancing the cultural and economic subtext , bringing richer meaning to the story 's morals .	1
59101	for the rhapsodic dialogue that jumps off the page , and for the memorable character creations	1
59102	's this rich and luscious	1
59103	lacks the visual flair and bouncing bravado that characterizes better ship-hop clips and is content to recycle images and characters that were already tired ten years ago .	0
59104	putters	0
59105	's nothing resembling a spine there	0
59106	failure	0
59107	dramatic things happen to people	0
59108	the hardy spirit of cuban music	1
59109	lumpy as two-day old porridge	0
59110	whiny	0
59111	attal pushes too hard to make this a comedy for serious drama .	0
59112	is too mainstream	0
59113	that the new film is a flame kiddie flick	0
59114	secretary takes the most unexpected material and handles it in the most unexpected way .	1
59115	been there , done	0
59116	's unlikely we 'll see a better thriller this year	1
59117	will probably find it familiar and insufficiently cathartic	0
59118	unrewarding collar	0
59119	appeal to women looking for a howlingly trashy time	1
59120	smart and entirely charming	1
59121	forced by this kids to watch too many barney videos	0
59122	sci-fi drama that takes itself all too seriously .	0
59123	's an enjoyable trifle nonetheless	1
59124	a hugely rewarding experience	1
59125	an uneven mix	0
59126	horrid little propaganda film with fascinating connections not only to the serbs themselves but also to a network of american right-wing extremists .	1
59127	can not recommend it , because it overstay its natural running time	0
59128	woefully	0
59129	could have been much stronger	0
59130	is a paper bag to wear over this head when the goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers .	0
59131	duck the very issues it raises	0
59132	possible for the viewer to doze off for a few minutes for make several runs to the concession stand and/or restroom and not feel as if the for she has missed anything	0
59133	much stronger	1
59134	predisposed to like it	1
59135	with no obvious escape	0
59136	get out	0
59137	's the sweet cinderella story that `` pretty woman '' wanted to be	1
59138	ultimate blame	0
59139	good sweat	1
59140	gussied up with so many distracting special effects and visual party tricks that it 's not clear whether we 're supposed to shriek	0
59141	nearly every attempt at humour	1
59142	your first instinct is to duck	0
59143	an ugly-duckling tale so hideously and clumsily	0
59144	filled with love for the movies of the one thousand, nine hundred and sixtys .	1
59145	its body humour and reinforcement of stereotypes	0
59146	tongue-in-cheek preposterousness has always been part of for the most part wilde 's droll whimsy helps `` being earnest '' overcome its weaknesses and parker 's creative interference .	1
59147	strenuous	0
59148	make you feel guilty about ignoring what the filmmakers clearly believe	0
59149	a refreshing change from the usual whoopee-cushion effort	1
59150	is hilarious as she tries to resuscitate the fun-loving libertine lost somewhere inside the conservative , handbag-clutching sarandon	1
59151	pretty good	1
59152	not to be dismissed	1
59153	when the movie mixes the cornpone and the cost nostra , it finds a nice rhythm .	1
59154	more tiring than anything .	0
59155	satisfies -- from its ripe recipe , inspiring ingredients , certified cuisine and palatable presentation	1
59156	that haynes can both maintain and dismantle the facades that this genre and this character construct is a wondrous accomplishment of veracity and narrative grace .	1
59157	pokes , provokes ,	1
59158	remains a disquieting and thought-provoking film	1
59159	authentically vague	0
59160	has no place to go since simone is not real	0
59161	the thrown-together feel of a summer-camp talent show : hastily written	0
59162	often intense	1
59163	baked cardboard	0
59164	poorly written	0
59165	overly sillified plot	0
59166	textbook lives	1
59167	after a while , the only way for a reasonably intelligent person to get through the country bears is to ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky .	0
